ID,Code_Region,Country,name,Type,description,Link
529,CSAMC,Panama,Ministry of Agricultural Development,Governmental Entities (Central/Federal),Promotes rural electrification and renewable energy in rural areas.,propanama.gob.pa
530,CSAMC,Panama,National Institute of Renewable Natural Resources and the Environment (INRENARE),Governmental Entities (Central/Federal),Promotes sustainable and renewable energy use in the agriculture and forestry sectors.,rbc.com.pa
531,CSAMC,Panama,National Bank for Economic and Social Development (BANDESAL),Financial and Funding Entities,Provides financing for energy projects in Panama.,
532,CSAMC,Panama,International Finance Corporation (IFC),International Entities,Provides financing and advisory services for private sector energy projects.,superbancos.gob.pa
533,CSAMC,Panama,United Nations Development Programme (UNDP),International Entities,Supports the development of sustainable and renewable energy projects in Panama.,panamacoopera.gob.pa
534,CSAMC,Saint Kitts and Nevis,D.Saint Kitts and Nevis Electricity Corporation,DSO,Responsible for the transmission and distribution of electricity to customers,skelec.kn
535,CSAMC,Saint Kitts and Nevis,University of the West Indies - Centre for Resource Management and Environmental Studies (CERMES),"Research, Education, and Development Institutions",Conducts research and provides education on sustainable energy management and renewable energy technologies,sknis.gov.kn
536,CSAMC,Saint Kitts and Nevis,"Ministry of Public Infrastructure, Posts, Urban Development, and Transport",Governmental Entities (Central/Federal),Responsible for creating policies and legislation related to the energy sector,
537,CSAMC,Saint Kitts and Nevis,Ministry of Environment and Energy,Governmental Entities (Central/Federal),Responsible for promoting sustainable energy development and implementing national energy initiatives,gov.kn
538,CSAMC,Saint Kitts and Nevis,Geothermal Resource Development Company,Sector-Specific Entities,Responsible for developing geothermal resources and promoting geothermal energy in the country,
539,CSAMC,Saint Kitts and Nevis,CARICOM Energy Program,International Entities,Promotes regional collaboration and development in the energy sector for member countries,
540,CSAMC,Saint Kitts and Nevis,St. Kitts and Nevis Energy Unit,Governmental Entities (Central/Federal),Oversees the implementation of energy policies and plans in the country,gov.kn
541,CSAMC,Saint Kitts and Nevis,Eastern Caribbean Energy Regulatory Authority (ECERA),Regulatory and Advisory Entities,Responsible for regulating and monitoring the electricity and gas sectors in the Eastern Caribbean region,
542,CSAMC,Saint Kitts and Nevis,St. Kitts Sustainable Energy Company,Commercial Entities,Works to increase access to sustainable energy through renewable energy projects and initiatives,
543,CSAMC,Saint Kitts and Nevis,National Association of Renewable Energy and Clean Technology,NGOs and Civil Society,Promotes renewable energy and clean technology development in the country,
544,CSAMC,Saint Kitts and Nevis,Eastern Caribbean Green Economy Initiative,NGOs and Civil Society,Works to promote the transition to a green economy in the Eastern Caribbean region,
545,CSAMC,Saint Kitts and Nevis,Organization of Eastern Caribbean States (OECS) Energy Programme,International Entities,Promotes sustainable energy development and cooperation among OECS member countries,
546,CSAMC,Saint Kitts and Nevis,St. Kitts and Nevis Chamber of Industry and Commerce,Industry and Professional Associations,Represents the interests of businesses in the energy sector and advocates for policies that promote sustainable energy,sknis.gov.kn
547,CSAMC,Saint Kitts and Nevis,St. Kitts and Nevis Development Bank,Financial and Funding Entities,Provides loans and financing for renewable energy projects,sknis.gov.kn
548,CSAMC,Saint Kitts and Nevis,St. Kitts Renewable Energy Project (SKREP),Rural Electrification Agency,Aims to increase rural access to electricity through the incorporation of renewable energy sources,gov.kn
549,CSAMC,Saint Kitts and Nevis,St. Kitts and Nevis Statistical Office,Data Collection and Statistics,Collects and publishes data on the energy sector in the country,stats.gov.kn
550,CSAMC,Saint Kitts and Nevis,Pan-Caribbean Renewable Energy and Energy Efficiency (CREEE) Center,International Entities,Supports the development of renewable energy and energy efficiency initiatives in the Caribbean region,
551,CSAMC,Aruba,1) Government of Aruba,Governmental Entities (Central/Federal),"responsible for laws, policies, and regulations related to the energy sector",cbs.aw
552,CSAMC,Aruba,2) Aruba Electric Company (ELECTRA),DSO,responsible for maintaining and distributing electricity in Aruba,elmar.aw
553,CSAMC,Aruba,3) Utilities Aruba,TSO,responsible for managing the transmission of electricity in Aruba,cbs.aw
554,CSAMC,Aruba,4) WEB Aruba,IPP,responsible for electricity generation in Aruba,edcardaruba.aw
555,CSAMC,Aruba,5) Web Aruba N.V.,Rural Electrification Agency,responsible for promoting and developing rural electrification projects in Aruba,cbs.aw
556,CSAMC,Aruba,6) Aruba Department of Infrastructure and Environment,Local/Regional/Municipal Government Entities,responsible for implementing energy policies at the local level,cbs.aw
557,CSAMC,Aruba,7) Aruba Sustainable Energy Foundation,Regulatory and Advisory Entities,responsible for advising on sustainable energy development in Aruba,census2020.aw
558,CSAMC,Aruba,8) University of Aruba,"Research, Education, and Development Institutions",responsible for conducting research and promoting education on energy sustainability,ua.aw
559,CSAMC,Aruba,9) Green Aruba,NGOs and Civil Society,responsible for advocating for environmental and energy issues in Aruba,ua.aw
560,CSAMC,Aruba,10) Aruba Trade and Industry Association,Industry and Professional Associations,responsible for representing the energy sector in Aruba,government.aw
561,CSAMC,Aruba,11) Wind Aruba,Commercial Entities,responsible for supplying and developing wind energy projects in Aruba,government.aw
562,CSAMC,Aruba,12) Caribbean Community (CARICOM) Energy Program,International Entities,responsible for promoting regional energy cooperation and development in the Caribbean,ua.aw
563,CSAMC,Aruba,13) Aruba Investment Agency,Financial and Funding Entities,responsible for attracting foreign investment in the energy sector of Aruba,deaci.aw
564,CSAMC,Aruba,14) Aruba Renewable Energy Foundation,Sector-Specific Entities,responsible for promoting and supporting renewable energy projects in Aruba,government.aw
565,CSAMC,Aruba,15) Aruban Hotel and Tourism Association,Miscellaneous Entities and Groups,responsible for promoting sustainable energy in the tourism industry of Aruba.,edcardaruba.aw
566,CSAMC,Uruguay,"Ministry of Industry, Energy and Mining",Governmental Entities (Central/Federal),Responsible for energy policy and regulation.,uruguayxxi.gub.uy
567,CSAMC,Uruguay,Uruguay Energy Regulatory Agency (URSEA),Regulatory and Advisory Entities,"Regulates the electricity, natural gas, and biofuels sectors.",gub.uy
568,CSAMC,Uruguay,National Direction of Energy and Nuclear Technology (DNETN),Governmental Entities (Central/Federal),Responsible for energy planning and management.,colibri.udelar.edu.uy
569,CSAMC,Uruguay,National Directorate of Mining and Geology (DINAMIGE),Governmental Entities (Central/Federal),Regulates the mining sector and manages geological resources.,exploracionyproduccion.ancap.com.uy
570,CSAMC,Uruguay,National Administration of Power Plants and Electrical Transmissions (UTE),TSO,Operates and maintains the national electricity transmission system.,ods.gub.uy
571,CSAMC,Uruguay,"National Administration of Fuels, Alcohol and Portland (ANCAP)",Governmental Entities (Central/Federal),Manages the production and distribution of petroleum products and biofuels.,ancap.com.uy
572,CSAMC,Uruguay,"Ministry of Housing, Spatial Planning and Environment",Governmental Entities (Central/Federal),Develops and implements policies related to energy efficiency and renewable energy.,gub.uy
573,CSAMC,Uruguay,National Directorate of Energy Efficiency and Renewable Energy (DNEERE),Governmental Entities (Central/Federal),Promotes and coordinates actions for energy efficiency and renewable energy.,inia.uy
574,CSAMC,Uruguay,Ministry of Public Health,Governmental Entities (Central/Federal),Develops and implements policies related to access to clean cooking.,gub.uy
575,CSAMC,Uruguay,Renewable Energy Institute of Uruguay (IREU),"Research, Education, and Development Institutions",Conducts research and development projects on renewable energy technologies.,scielo.edu.uy
576,CSAMC,Uruguay,National Institute of Statistics (INE),Governmental Entities (Central/Federal),Collects data and produces statistics on energy consumption and production.,gub.uy
577,CSAMC,Uruguay,Plan Ceibal,Governmental Entities (Central/Federal),Implements a national program to provide access to electricity and digital education in rural areas.,ceibal.edu.uy
578,CSAMC,Uruguay,National Association of Municipalities of Uruguay (ANV),Local/Regional/Municipal Government Entities,Coordinate actions and policies related to renewable energy and sustainable development at the local level.,gub.uy
579,CSAMC,Uruguay,National Association of Rural Electrification Cooperatives (ANDECO),Rural Electrification Agency,Promotes and supports the electrification of rural areas through cooperative models.,anaforas.fic.edu.uy
580,CSAMC,Uruguay,Federation of Electric Power Cooperatives and Other Public Services (FECOP),DSO,Represents and supports electric cooperatives and other public service providers in the energy sector.,
581,CSAMC,Uruguay,Uruguayan Association of Power Transmitters (AURE),TSO,Represents and supports power transmission companies in the country.,biur.edu.uy
582,CSAMC,Uruguay,Uruguayan Association of Independent Power Producers (AUDERE),IPP,Represents and supports independent power producers in the country.,
583,CSAMC,Uruguay,Association of Petroleum Companies of Uruguay (ACPU),Commercial Entities,Represents and supports companies in the oil and gas industry.,colibri.udelar.edu.uy
584,CSAMC,Uruguay,Uruguayan Chamber of Renewable Energy (CADER),Industry and Professional Associations,Promotes and represents the renewable energy sector in the country.,
585,CSAMC,Uruguay,Latin American Energy Organization (OLADE),International Entities,Promotes energy cooperation among Latin American countries and provides technical assistance.,radiomontecarlo.com.uy
586,CSAMC,Uruguay,Inter-American Development Bank (IDB),Financial and Funding Entities,Provides financing and technical assistance for energy projects in Uruguay.,uruguayxxi.gub.uy
